Source,Target,count,weight
Dennis Kwok,John Lee,1,0.008547008547008548
Don Farrell,Anthony Albanese,2,0.017094017094017096
Don Farrell,Gough Whitlam,1,0.008547008547008548
Don Farrell,Jim Chalmers,1,0.008547008547008548
Don Farrell,Ted Hui,1,0.008547008547008548
Don Farrell,Tony Mahar,1,0.008547008547008548
Don Farrell,Yang Hengjun,1,0.008547008547008548
Edi Rama,Anthony Albanese,1,0.008547008547008548
Edi Rama,Ben Wallace,1,0.008547008547008548
Edi Rama,James Cleverly,1,0.008547008547008548
Edi Rama,Yoon Suk Yeol,1,0.008547008547008548
Evelyn Goh,Rizal Sukma,1,0.008547008547008548
Finn Lau,Anthony Albanese,1,0.008547008547008548
Finn Lau,Brendan Clift,1,0.008547008547008548
Finn Lau,Dennis Kwok,1,0.008547008547008548
Finn Lau,Hong Konger,1,0.008547008547008548
Finn Lau,John Lee,1,0.008547008547008548
Fumio Kishida,Celia Mendoza,2,0.017094017094017096
Fumio Kishida,Chris Hipkins,4,0.03418803418803419
Fumio Kishida,Jorge Agobian,2,0.017094017094017096
Fumio Kishida,Wang Wenbin,3,0.02564102564102564
Fumio Kishida,Yoon Suk Yeol,3,0.02564102564102564
Gareth Gardner,Barnaby Joyce,7,0.05982905982905983
Gary Ramage,Andrew Whitecross,48,0.41025641025641024
Gary Ramage,Catherine Holmes,48,0.41025641025641024
Gary Ramage,Christian Porter,48,0.41025641025641024
Gary Ramage,David Hurley,1,0.008547008547008548
Gary Ramage,Jack Waterford,48,0.41025641025641024
Gary Ramage,Karen Barlow,4,0.03418803418803419
Gary Ramage,Mark Dreyfus,48,0.41025641025641024
Gary Ramage,Peter Dutton,48,0.41025641025641024
Gary Ramage,Reece Kershaw,48,0.41025641025641024
Gary Ramage,Sarah Basford Canales,4,0.03418803418803419
Gitanas Naus,Anthony Albanese,1,0.008547008547008548
Glenn Stevens,Adam Boyton,1,0.008547008547008548
Glenn Stevens,Bob Johnston,1,0.008547008547008548
Glenn Stevens,Dame Quentin Bryce,1,0.008547008547008548
Glenn Stevens,Gail Kelly,1,0.008547008547008548
Glenn Stevens,Harry Knight,1,0.008547008547008548
Glenn Stevens,Jock Phillips,1,0.008547008547008548
Glenn Stevens,Julia Gillard,1,0.008547008547008548
Glenn Stevens,Justice Susan Kiefel,1,0.008547008547008548
Glenn Stevens,Luci Ellis,1,0.008547008547008548
Glenn Stevens,Robert Macfarlane,1,0.008547008547008548
Gough Whitlam,Andrew Whitecross,48,0.41025641025641024
Gough Whitlam,Anthony Albanese,47,0.4017094017094017
Gough Whitlam,Bob Hawke,48,0.41025641025641024
Gough Whitlam,Catherine Holmes,48,0.41025641025641024
Gough Whitlam,Christian Porter,48,0.41025641025641024
Gough Whitlam,David Hurley,1,0.008547008547008548
Gough Whitlam,Gary Ramage,48,0.41025641025641024
